unibilium 2.1.2-1
unixodbc 2.3.14-1
unrar 1:7.2.5-1
unzip 6.0-23
upower 1.91.1-1
uthash 2.3.0-2
util-linux 2.41.3-2
util-linux-libs 2.41.3-2
uwsm 0.26.4-1
v4l-utils 1.32.0-2
v4l2loopback-dkms 0.15.3-1
v4l2loopback-utils 0.15.3-1
vapoursynth 73-2
vial-appimage 0.7.5-2
vid.stab 1.1.1-2
vim 9.2.0272-1
vim-runtime 9.2.0272-1
vlc 3.0.22-2
vlc-cli 3.0.22-2
vlc-gui-qt 3.0.22-2
vlc-plugin-a52dec 3.0.22-2
vlc-plugin-alsa 3.0.22-2
vlc-plugin-archive 3.0.22-2
vlc-plugin-dav1d 3.0.22-2
vlc-plugin-dbus 3.0.22-2
vlc-plugin-dbus-screensaver 3.0.22-2
vlc-plugin-faad2 3.0.22-2
vlc-plugin-flac 3.0.22-2
vlc-plugin-gnutls 3.0.22-2
vlc-plugin-inflate 3.0.22-2
vlc-plugin-journal 3.0.22-2
vlc-plugin-jpeg 3.0.22-2
vlc-plugin-lua 3.0.22-2
vlc-plugin-mpg123 3.0.22-2
vlc-plugin-ogg 3.0.22-2
vlc-plugin-opus 3.0.22-2
vlc-plugin-png 3.0.22-2
vlc-plugin-pulse 3.0.22-2
vlc-plugin-shout 3.0.22-2
vlc-plugin-speex 3.0.22-2
vlc-plugin-tag 3.0.22-2
vlc-plugin-theora 3.0.22-2
vlc-plugin-twolame 3.0.22-2
vlc-plugin-vorbis 3.0.22-2
vlc-plugin-vpx 3.0.22-2
vlc-plugin-xml 3.0.22-2
vlc-plugins-base 3.0.22-2
vlc-plugins-video-output 3.0.22-2
vmaf 3.0.0-2
volume_key 0.3.12-12
vte-common 0.82.3-1
vte3 0.82.3-1
vulkan-icd-loader 1.4.341.0-1
wasi-compiler-rt 22.1.0-2
wasi-libc 1:0+571+2fc32bc8-1
wasi-libc++ 22.1.0-1
wasi-libc++abi 22.1.0-1
wavpack 5.9.0-1
waybar 0.15.0-2
wayland 1.24.0-1
wayland-protocols 1.47-1
waypaper 2.7-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-3
which 2.23-1
wildmidi 0.4.6-1
wireless_tools 30.pre9-5
wireplumber 0.5.14-1
wl-clipboard 1:2.3.0-1
wlogout 1.2.2-0
wlogout-debug 1.2.2-0
wofi 1.5.3-1
wpa_supplicant 2:2.11-5
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xapp 3.2.2-1
xapp-symbolic-icons 1.0.9-1
xarchiver 0.5.4.26-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xclip 0.13-6
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-hyprland 1.3.11-3
xdg-utils 1.2.1-2
xerces-c 3.3.0-4
xf86-input-libinput 1.5.0-1
xfconf 4.20.0-2
xkeyboard-config 2.47-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.21-1
xorg-server-common 21.1.21-1
xorg-server-xvfb 21.1.21-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrdb 1.2.2-2
xorg-xwayland 24.1.9-1
xorgproto 2025.1-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.2-1
yasm 1.3.0-9
yay-bin 12.5.7-1
yay-bin-debug 12.5.7-1
yazi 26.1.22-4
yyjson 0.12.0-1
zapzap 6.3.4.1-1
zbar 0.23.93-5
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-1
zip 3.0-11
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zram-generator 1.2.1-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-syntax-highlighting 0.8.0-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.0.2-1
